Gene	Length
RP11-278H7.4	468
RP11-278H7.6	2831
RN7SL148P	279
RP11-278H7.3	567
RP11-469G10.1	596
C1orf100	1151
RP11-518L10.5	642
TGIF2P1	685
ADSS2	3441
CATSPERE	4431
CYCSP5	297
DESI2	4936
RP11-173A6.2	289
RP11-173A6.4	1065
RP11-173A6.3	563
RP11-11N7.6	638
COX20	4570
HNRNPU	22512
RP11-11N7.4	535
RN7SKP55	307
RNU6-947P	106
RP11-156E8.1	1739
EFCAB2	8607
RNU6-1089P	104
RNU6-999P	105
RP11-290P14.2	791
RNU1-132P	164
KIF26B	14404
KIF26B-AS1	810
DNAJC19P8	259
RP11-522M21.2	271
RP11-522M21.3	447
SMYD3	5866
RP11-83A16.1	696
SMYD3-AS1	940
CHCHD4P5	427
RNU6-1283P	105
SMYD3-IT1	361
RP11-690C23.4	1371
LINC01743	964
RP11-690C23.5	417
RP11-690C23.3	280
TFB2M	1784
CNST	5933
RP11-1086F11.1	1960
RP11-452J6.2	222
RP11-439E19.9	2968
RP11-439E19.7	522
SCCPDH	2141
RPL35AP6	322
KIF28P	3525
RP11-439E19.10	3472
LINC01341	4770
RP11-397A15.4	105
ENSG10010134722.1	82
AHCTF1	9579
ZNF695	3756
ZNF670-ZNF695	3197
RP11-551G24.3	1256
ZNF670	4197
RP11-551G24.2	1231
RP11-107G24.3	321
ZNF669	1980
RP11-107G24.4	864
C1orf229	2258
FGFR3P6	610
ZNF124	5433
RP11-488L18.6	270
RP11-488L18.3	1670
RP11-488L18.10	1246
ZNF731P	2160
MIR3916	94
RNA5SP82	92
RP11-488L18.8	706
RP11-488L18.1	1941
VN1R17P	1090
VN1R5	1239
ZNF496	10552
RP11-433K2.8	1100
RP11-433K2.9	604
NLRP3	4753
OR2B11	6414
OR2W5P	1647
GCSAML	4680
OR2C3	8509
RP11-978I15.10	894
OR2G2	954
OR2G3	930
OR14L1P	3009
RP11-634B7.4	3951
OR3D1P	955
OR13G1	2568
OR6F1	1762
RP11-634B7.5	453
OR14A2	1087
OR14K1	945
OR1C1	3980
OR9H1P	4888
OR14A16	1367
HSD17B7P1	1017
OR6R1P	940
OR11L1	969
TRIM58	5170
OR2W3	945
OR2T8	2422
OR2AJ1	1873
CLK3P2	1453
OR2X1P	687
OR2L8	939
OR2AK2	1154
OR2L9P	913
OR2L1P	1023
OR2L6P	940
OR2L5	2429
OR2L2	4375
OR2L3	2929
OR2T32P	1114
OR2L13	2019
OR2M1P	951
OR2M5	939
OR2M2	1229
OR2M3	9933
OR2M4	5934
OR2T33	4132
OR2T12	5708
OR2M7	939
OR14C36	939
OR2T4	963
OR2T6	4670
OR2T1	2104
OR2T7	3733
OR2T2	3530
OR2T3	957
RP11-407H12.8	967
OR2T5	2525
OR2AS2P	342
OR2G6	6197
RP11-438F14.3	2791
OR2AS1P	319
OR2T29	2652
OR2T34	957
OR2T10	3522
RP11-438F14.10	454
OR2T11	3770
OR2T35	2957
OR2T27	1285
RP11-438F14.11	2544
OR14I1	1007
LYPD9P	923
WI2-2118C23.2	440
AHCYP8	209
LYPD8	1162
DPY19L4P1	2158
SH3BP5L	5724
MIR3124	67
ZNF672	3741
ZNF692	3929
AL672294.1	462
PGBD2	3651
RNU6-1205P	106
RPL23AP25	463
FAM110C	4088
AC079779.7	5256
SH3YL1	11132
ACP1	4160
ALKAL2	1986
AC079779.4	922
AC079779.5	3574
RP11-356M6.1	548
LINC01865	1505
AC105393.1	549
AC105393.2	2430
LINC01874	609
RP11-625N16.1	729
LINC01875	660
AC093326.3	3573
TMEM18	8469
TMEM18-DT	2924
RP11-455F15.1	550
AC092159.3	571
AC116609.1	1478
LINC01115	9107
AC116609.3	256
AC116609.2	535
LINC01939	1631
AC113607.3	589
SNTG2-AS1	539
SNTG2	4488
AC114808.3	432
AC114808.2	536
AC108462.1	850
AC141930.2	2569
TPO	8453
AC144450.1	786
AC141930.3	762
AC144450.2	1641
PXDN	11266
MYT1L	35151
RP11-755H23.1	1722
AC093390.1	3403
MYT1L-AS1	3244
AC018685.1	4713
RP11-455M16.1	3383
AC011995.1	8783
AC018685.2	368
AC011995.3	578
LINC01250	2415
AC019118.3	952
AC019118.4	435
EIPR1	5723
EIPR1-IT1	718
TRAPPC12	9193
TRAPPC12-AS1	908
RP11-1293J14.1	473
ADI1	5350
AC142528.1	974
AC108488.4	1532
RP13-512J5.1	2773
RNASEH1	5945
RNASEH1-AS1	4377
RP13-512J5.2	3700
RPS7	5529
COLEC11	2778
AC010907.2	693
TMSB4XP2	210
ALLC	2537
GAPDHP48	961
AC010907.5	807
DCDC2C	2856
LINC01304	6990
AC012445.1	607
NPM1P48	853
LINC01249	3778
ENSG10010137215.1	84
RNU6-649P	107
AC073143.1	395
AC107057.1	319
LINC01248	468
AC108025.2	1115
SOX11	9002
AC010729.1	2481
AC010729.2	2021
LINC01810	1431
SILC1	22919
MIR7158	71
AC017053.1	2550
LINC01247	4209
LINC01824	2169
PIK3CDP1	922
MIR7515HG	9017
RP11-485O17.2	1095
MIR7515	67
LINC00487	2202
NRIR	2749
CMPK2	4390
RSAD2	5659
RP11-439M11.1	578
GRASLND	5898
RNF144A	6450
AC019048.1	2061
RN7SKP112	318
RP11-557L19.1	634
AC010904.1	315
AC013460.1	9787
RNU6ATAC37P	131
RP11-16D24.1	3190
AC092580.3	469
LINC01871	243
AC092580.2	139
AC092580.1	658
AC007463.2	882
LINC00298	4409
RP11-244L12.1	802
LINC00299	22322
U91324.1	1716
LINC01814	13522
RP11-217D23.1	3391
AC011747.6	565
SNRPEP5	278
ID2-AS1	7084
ID2	2213
KIDINS220	15361
MBOAT2	8694
HMGB1P25	607
RPL30P3	333
RP11-734K21.2	817
RP11-734K21.5	3273
RP11-734K21.3	1218
RP11-734K21.4	455
ASAP2	7257
EIF1P7	337
ITGB1BP1	6659
CPSF3	3686
IAH1	5901
ADAM17	10728
RP11-400L8.2	568
RP11-214N9.1	877
YWHAQ	2701
RP11-521D12.1	2962
RP11-521D12.2	2715
RNU4-73P	141
RP11-521D12.4	166
RP11-521D12.5	1947
TAF1B	3975
RP11-95D17.1	3231
RP11-95D17.3	975
GRHL1	7952
AC010969.1	2794
RP11-254F7.1	1248
RP11-254F7.2	1572
KLF11	4594
RP11-254F7.3	446
CYS1	2847
AC104794.4	312
ENSG10010135820.1	115
RRM2	9153
ENSG10010139025.1	135
MIR4261	58
RN7SL66P	264
RP11-83M8.1	1871
ENSG10010137705.1	134
HPCAL1	6237
ODC1	2791
SNORA80B	136
ODC1-DT	4696
NOL10	3836
AC092687.5	565
RN7SL832P	1756
AC092687.3	568
ATP6V1C2	3502
RNU7-138P	64
RP11-791G15.2	393
PDIA6	4096
RNU7-176P	62
LINC01954	959
AC092687.4	389
RP11-245G13.1	277
KCNF1	2292
RPL6P4	856
AC062028.1	4540
C2orf50	7902
SLC66A3	2271
ROCK2	10198
RNU6-1081P	107
AIDAP1	917
PPIAP60	492
AC099344.2	1061
LINC00570	2175
AC099344.3	626
RP11-427E2.1	9356
E2F6	4067
GREB1	12432
RNA5SP84	107
MIR4429	73
RNU2-13P	113
RN7SL674P	275
NTSR2	1600
CDK8P1	601
RP11-494G9.1	596
LPIN1	11861
AC106875.1	1171
AC012456.3	1605
AC012456.4	561
MIR548S	82
MIR3681HG	8444
MIR4262	54
SNORD18	140
MIR3681	72
RNU6-843P	104
AC096559.2	399
RP11-333O1.2	1796
RP11-333O1.1	813
TRIB2	4567
MIR3125	78
AC064875.2	5949
RP11-115H11.1	2240
AC092635.1	455
LINC00276	3848
AC016730.1	832
RNU6-1288P	104
AC011897.2	346
LRATD1	8365
RP11-314E10.1	2128
AC068286.1	467
NBAS	8947
RPS26P18	348
AC008278.2	409
DDX1	10125
AC008278.3	568
LINC01804	2223
AC113608.1	487
RNU5E-7P	117
RPLP1P5	305
ENSG10010136800.1	104
MYCNOS	5100
MYCNUT	1039
MYCN	2616
RN7SL104P	293
AC010145.4	516
GACAT3	3755
AC142119.1	1262
WI2-2221J1.1	144
ENSG10010134915.1	93
AC010745.1	637
AC010745.2	5374
AC010745.3	415
RP11-549D18.1	720
AC010745.4	740
AC010880.1	477
AC104623.2	1458
RP11-542H15.1	4006
CYRIA	5448
AC008069.1	2722
AC008069.2	950
LINC01866	201
RN7SKP168	300
ZFYVE9P2	604
PSMC1P10	1327
RAD51AP2	3724
VSNL1	3790
SMC6	9824
GEN1	11832
MSGN1	1339
KCNS3	3128
ENSG10010134961.1	128
RP11-111J6.4	3223
RP11-111J6.3	606
RP11-111J6.2	819
RDH14	1586
NT5C1B-RDH14	2150
NT5C1B	3987
RNU6-1215P	102
AC106053.1	368
RP11-599B8.1	1264
LINC01376	3043
MIR4757	77
OSR1	5279
AC010096.1	1709
LINC01808	3059
AC019055.1	443
CISD1P1	327
LINC00954	6491
TTC32	1995
TTC32-DT	545
WDR35	7807
AC079145.4	3852
MATN3	3151
LAPTM4A	1546
LAPTM4A-DT	573
AC098828.2	746
RPS16P2	440
RN7SL140P	294
RNU6-961P	105
SDC1	3613
DRG1P1	1155
RNU7-113P	62
PUM2	6969
SLC7A15P	1363
RNA5SP86	98
RHOB	2367
AC023137.2	308
AC012065.4	686
NDUFAF2P1	510
HS1BP3	14625
RP11-130L8.2	439
HS1BP3-IT1	600
RPS25P3	375
GDF7	9267
RP11-130L8.1	679
LDAH	4433
LINC02850	1498
RP11-116D2.1	1605
APOB	14828
AC010872.1	675
RP11-83B6.1	901
TDRD15	7180
RP11-79J24.1	379
AC067959.1	1018
AC011752.1	3326
NUTF2P8	363
AC009411.2	1873
AC009411.1	1540
LINC01822	2299
RN7SL117P	296
LINC01830	7675
AC068044.1	1978
AC099799.1	192
RNA5SP87	118
LINC01884	2237
RN7SKP27	333
AC016768.1	1765
AC012506.1	525
AC012506.2	892
AC012506.3	533
AC012506.4	751
KLHL29	11109
AC011239.1	584
AC011239.2	1489
RP11-557N21.1	2814
ATAD2B	10501
PGAM1P6	747
RPS13P4	457
UBXN2A	6838
SDHCP3	506
RN7SL610P	291
MFSD2B	4522
WDCP	3870
RNU6-370P	104
FKBP1B	1677
SF3B6	1125
FAM228B	4927
TP53I3	2312
PFN4	1605
RP11-507M3.1	2400
AC008073.7	1190
FAM228A	2281
AC008073.9	543
ITSN2	11844
AC009228.1	5043
ENSG10010134366.1	128
HMGN2P20	273
RPL36AP13	317
RP11-306N14.1	2442
NCOA1	8982
RNA5SP88	109
RNU6-936P	107
PTRHD1	1932
CENPO	5518
ADCY3	6456
RP11-443B20.1	1108
DNAJC27	5624
RPS13P5	267
SNORD14	90
DNAJC27-AS1	5787
RP11-284O8.1	1808
EFR3B	10643
RN7SL856P	298
SUCLA2P3	1357
POMC	1538
LINC01381	466
DNMT3A	13782
MIR1301	82
ARNILA	1809
DTNB	7146
DTNB-AS1	414
ASXL2	13238
TPM3P7	732
PTGES3P2	482
AC010150.1	506
NDUFB4P4	243
KIF3C	6401
UQCRHP2	288
TRMT112P6	372
RAB10	3654
RNU6-942P	107
RPS2P15	820
EMP2P1	352
SMARCE1P6	1216
AC011742.5	434
PPIL1P1	499
GAREM2	5942
HADHA	4331
HADHB	4277
RP11-499P9.1	2782
ADGRF3	5761
SELENOI	8552
DRC1	3044
OTOF	8025
FAM166C	2504
CIB4	1044
AC015977.6	567
RPL37P11	292
KCNK3	6223
SLC35F6	3902
CENPA	1949
CDKN2AIPNLP2	352
DPYSL5	7048
AC013472.4	306
MAPRE3	3628
MAPRE3-AS1	2563
TMEM214	4909
AGBL5	5283
AGBL5-AS1	407
RP11-503P10.1	659
AGBL5-IT1	339
RP11-195B17.1	480
OST4	600
EMILIN1	3905
KHK	3050
CGREF1	4052
ABHD1	4630
PREB	3212
PRR30	2008
TCF23	5123
AC013403.13	263
SLC5A6	5588
ATRAID	2019
CAD	8443
SLC30A3	5766
DNAJC5G	2338
TRIM54	2727
UCN	795
MPV17	5625
GTF3C2	5839
GTF3C2-AS1	3324
AC074117.10	3412
EIF2B4	5312
SNX17	3767
ZNF513	2370
PPM1G	3995
FTH1P3	584
NRBP1	5329
KRTCAP3	1403
IFT172	15968
AC074117.13	397
RNU6-986P	102
FNDC4	1937
GCKR	3149
C2orf16	16402
ZNF512	4400
RP11-158I13.2	1741
CCDC121	2845
GPN1	3749
ENSG10010139760.1	127
SUPT7L	5312
SLC4A1AP	5207
LINC01460	2860
MRPL33	1532
RBKS	3153
BABAM2	3392
MYG1P1	1080
MIR4263	83
FAM133EP	706
ENSG10010135019.1	178
AC093690.1	3201
RPL23AP34	410
FLJ31356	3001
FOSL2	7162
RP11-373D23.2	296
RP11-373D23.3	775
AC104695.4	849
PLB1	8603
SNRPGP7	106
AC074011.2	581
RNA5SP89	108
AC097724.3	6346
PPP1CB	5760
SPDYA	3483
RP11-713D19.1	426
TRMT61B	2064
WDR43	4103
SNORD92	85
SNORD53	78
SNORD53B	78
TOGARAM2	10673
PCARE	7532
AC105398.3	975
CLIP4	7781
ALK	7382
RP11-328L16.1	733
RN7SL516P	297
AC016907.4	608
AC106870.1	691
AC106870.2	200
AC016907.3	4218
AC016907.2	435
YPEL5	3421
SNORA10B	133
H3P5	276
LBH	4532
RP11-776F5.1	1071
LINC01936	4650
RP11-182E7.1	177
LCLAT1	7517
RP11-523J2.1	2134
CAPN13	5191
AC092569.2	258
RP11-62F14.1	805
GALNT14	4344
AC009305.1	368
CAPN14	3984
RNA5SP90	99
EHD3	4825
AL121657.4	531
XDH	6064
SRD5A2	4519
AL133247.2	646
AL133247.3	482
LINC01946	418
KRT18P52	846
AK2P2	405
RP11-1057B6.1	448
MEMO1	5220
DPY30	2725
CTC-336P14.1	308
SPAST	9481
SLC30A6-DT	712
SLC30A6	5410
DDX50P1	2400
RNU6-647P	107
NLRC4	3788
YIPF4	12239
AL133245.2	1365
BIRC6	17858
BIRC6-AS1	697
AL133243.1	1621
AL133243.2	3004
MIR558	94
AL133243.3	366
BIRC6-AS2	1066
AL133243.4	3109
TTC27	3443
MIR4765	77
LINC00486	7713
LTBP1	7348
H2ACP2	258
RP11-558B7.1	1912
RNA5SP91	119
RNA5SP92	110
MIR4430	49
RASGRP3	10749
RASGRP3-AS1	338
FAM98A	4919
RP11-816B18.1	2407
ATP6V0E1P3	246
HNRNPA1P61	924
LINC01320	10109
MYADML	2528
SLC25A5P2	897
LINC01318	597
RP11-257N21.1	3389
RP11-529E15.1	912
AC073218.3	1197
AC012593.1	4753
RN7SL602P	324
AC019064.1	499
SMIM7P1	228
AC012593.2	4039
MIR548AD	82
RNU6-1117P	104
AC083939.1	126
MRPL50P1	384
RPL21P36	443
CRIM1-DT	366
CRIM1	7270
RP11-78I14.1	478
FEZ2	8938
RP11-294L11.1	620
VIT	3710
STRN	14351
RP11-288C18.1	2618
RNU6-577P	98
HEATR5B	8238
GPATCH11	4040
EIF2AK2	11036
ARL14EPP1	775
SULT6B1	1355
RPL31P16	356
CEBPZOS	4700
CEBPZ	3512
RP11-423P10.2	3803
NDUFAF7	3651
PRKD3	10269
AC007391.2	504
RNU6-939P	107
RP11-429J10.1	841
QPCT	2676
RNU6-1116P	99
RP11-1173K8.1	1093
AC006369.2	1743
CDC42EP3	9964
AC006369.3	384
AC010878.3	1047
LINC00211	3806
RMDN2	6031
RMDN2-AS1	3282
CYP1B1	5985
CYP1B1-AS1	10511
RP11-314C9.1	1947
AC009229.6	351
RNU6-951P	107
RP11-314C9.2	282
AC009229.5	622
RPL7P12	750
GAPDHP25	1001
ATL2	5810
LINC02613	5386
RP11-382L24.1	1188
LINC01883	380
RPLP0P6	954
RP11-541E12.1	880
HNRNPLL	5932
AC011247.3	233
GALM	2616
AC074366.3	1086
SRSF7	4045
GEMIN6	4363
TTC39DP	1688
NPLP1	530
DHX57	7985
ASS1P2	1223
AC018693.6	550
MORN2	1364
RNU6-851P	107
ARHGEF33	5500
RN7SL96P	283
RP11-173C1.1	1056
SOS1	9649
SOS1-IT1	1254
RNU6-198P	104
HSPE1P13	297
CDKL4	2074
MAP4K3	6056
ENSG10010135283.1	135
RP11-449G16.1	477
MAP4K3-DT	12609
TMEM178A	2472
THUMPD2	3823
SLC8A1-AS1	8475
AC007253.1	889
SLC8A1	21922
RP11-206M19.1	798
RP11-414K7.1	2467
RP11-414K7.2	511
LINC01794	781
HNRNPA1P57	1271
RP11-459K11.1	2260
LDHAP3	1008
RPS12P4	399
LINC01913	5084
RNU4-63P	118
LINC01914	1084
C2orf91	4356
AC013480.2	346
PKDCC	3913
EML4-AS1	947
EML4	8354
COX7A2L	5605
ENSG10010139344.1	60
KCNG3	3709
VDAC1P13	859
RPS13P3	450
MTA3	10580
AC025750.7	379
AC074375.1	192
RNU6-137P	108
OXER1	1781
HAAO	2726
FTOP1	861
CHORDC1P1	980
AC016735.1	237
LINC01819	4164
LINC02590	569
RNU6-242P	107
LINC02580	3092
RP11-339H12.1	2460
RP11-339H12.2	2633
ZFP36L2	3693
LINC01126	1646
AC010883.5	398
THADA	14197
RNU6-958P	106
RN7SL531P	282
PLEKHH2	9848
C1GALT1C1L	1279
AC011242.5	1158
RN7SKP66	231
DYNC2LI1	4618
ABCG5	3720
ABCG8	10179
LRPPRC	34689
RNU6-1048P	107
RN7SL455P	282
RP11-808E20.1	639
AC019129.1	261
RNU6-566P	107
PDSS1P2	678
PPM1B-DT	1235
PPM1B	7105
RP11-24I5.1	3333
RPL12P19	486
SLC3A1	6541
PREPL	8156
CAMKMT	3994
LINC01833	3872
RP11-89K21.2	483
ENSG10010137772.1	87
ENSG10010135940.1	217
ENSG10010139661.1	75
ENSG10010138846.1	324
ENSG10010135677.1	271
ENSG10010136426.1	196
ENSG10010134239.1	201
SIX3-AS1	1151
SIX3	2713
AC012354.6	2685
KRTCAP2P1	461
SIX2	2206
AC093702.1	367
LINC01121	4867
AC009236.2	553
RP11-421J10.2	2647
RP11-421J10.1	1268
SRBD1	5045
RN7SL414P	294
PRKCE	9978
PRKCE-AS1	374
RPL26P15	368
AC017006.2	464
AC017006.3	364
RPL36AP14	318
EPAS1	7291
LINC01820	1266
LINC02583	1483
AC018682.8	545
RP11-417F21.2	478
RN7SL817P	288
TMEM247	680
ATP6V1E2	5303
RHOQ	6424
RHOQ-AS1	1519
PIGF	4914
CRIPT	6931
RP11-536C12.1	1909
LINC01118	3360
SOCS5	7490
LINC01119	4070
AC016722.3	652
AC016722.4	1835
MCFD2	5942
TTC7A	7180
RP11-15I20.1	274
AC093732.1	504
STPG4	3203
RP11-761B3.1	983
AC073283.7	860
CALM2	7114
EPCAM-DT	3594
AC106869.2	2351
BCYRN1	200
EPCAM	2430
RN7SKP119	273
MIR559	96
MSH2	13674
KCNK12	14022
MSH2-OT1	1295
AC079250.1	531
MSH6	10955
NME2P2	395
AC006509.7	634
FBXO11	12759
RPL36AP15	266
RPS27AP7	455
AC079807.2	856
AC079807.4	8057
PPIAP62	481
VN1R18P	902
RN7SKP224	325
FOXN2	5482
RNU4-49P	140
PPP1R21-DT	555
PPP1R21	3998
RNU6-282P	103
STON1	7709
STON1-GTF2A1L	4294
GTF2A1L	2052
RP11-310N16.1	2103
TPT1P11	498
LHCGR	5000
ELOBP3	294
RP11-460M2.1	2698
CTBP2P5	1264
FSHR	3160
MIR548BA	56
RP11-152D8.1	2096
RNU6-439P	106
RP11-443F4.1	687
RPL7P13	741
SNORA75	912
NRXN1	26509
RP11-737H13.1	1217
MTCO1P42	726
RP11-358H12.1	895
MIR8485	91
AC007560.1	237
RP11-391D19.1	1852
AC007682.1	3939
RP11-545K2.1	6246
KNOP1P3	426
CRYGGP	145
AC097463.2	142
CCDC12P1	481
RP11-389K20.1	2185
ZNF863P	417
LINC01867	712
GGCTP3	339
AC139712.4	639
CRTC1P1	1875
FTH1P6	320
MIR4431	94
AC010967.2	839
AC010967.3	333
AC010967.1	213
ENSG10010134720.1	183
AC069157.1	137
ASB3	6735
RNU6-997P	107
CHAC2	1309
ERLEC1	2592
MIR3682	84
GPR75	2094
PSME4	10392
ACYP2	4964
RPL21P30	412
HMGB1P31	427
AC008280.3	307
RP11-477N3.1	732
RNU7-172P	64
TSPYL6	3052
C2orf73	2738
SPTBN1	18473
SPTBN1-AS1	536
RPL23AP32	459
AC092839.4	377
AC093110.3	1236
EML6	16317
EML6-AS1	601
RP11-30C22.1	562
RNU7-81P	64
RTN4	6644
RNU6-433P	104
CLHC1	6642
AC012358.7	916
CDPF1P1	1434
RPS27A	2941
MTIF2	3374
PRORSD1P	2204
AC012358.8	5246
CCDC88A	33942
BTF3P5	467
RNU6-775P	96
RNU6-221P	99
RNU6-634P	106
CFAP36	2705
PPP4R3B	8217
ENSG10010138111.1	148
PPP4R3B-DT	465
PNPT1	5291
EFEMP1	3962
RN7SKP208	361
RP11-481J13.1	1275
MIR217HG	900
MIR217	110
MIR216A	110
MIR216B	82
LINC01813	712
RP11-482H16.1	2289
AC007743.1	4369
CCDC85A	4114
RNA5SP93	114
PPIAP63	264
EIF2S2P7	987
RP11-111G13.1	4548
RP11-127H13.1	379
ENSG10010138420.1	65
ACTG1P22	1701
VRK2	3531
RP11-103P16.1	1097
FANCL	2412
RP11-334G22.1	338
EIF3FP3	1086
LINC01795	1520
LINC01122	12045
AC007238.1	1741
RP11-179A20.1	1650
LINC01793	2036
RP11-444A22.1	1201
AC007131.2	5162
AC007179.1	1180
RP11-569H17.1	235
RNU6-508P	103
RNA5SP94	108
RP11-462D13.1	388
RP11-444A22.2	1252
MIR4432HG	8996
RP11-158I21.1	1956
RNU1-32P	159
MIR4432	84
BCL11A	24514
AC009970.1	432
RN7SL361P	298
IFITM3P9	372
RPL26P13	437
RNU6-612P	102
ATP1B3P1	821
PAPOLG	8479
LINC01185	4095
RN7SL632P	266
RPL21P33	484
REL	13172
RNU4-51P	140
RP11-373L24.1	5702
NONOP2	1231
RPS12P3	401
PUS10	7651
RNA5SP95	137
PEX13	5910
KIAA1841	7992
RP11-493E12.3	1383
AC016747.3	3109
C2orf74	1517
RP11-493E12.1	884
AHSA2P	9083
USP34	18443
RP11-493E12.2	791
RP11-479F13.1	397
AC016894.1	311
SNORA70B	135
USP34-DT	2409
XPO1	23843
RP11-355B11.3	1266
RP11-355B11.1	621
RPS29P10	166
RNU6-1145P	107
AC108039.1	609
RPS24P7	246
AC108039.3	359
FAM161A	5258
RPL31P30	361
RP11-681L4.2	2034
CCT4	2701
AC107081.5	802
RP11-681L4.4	1200
COMMD1	2392
AC018462.2	1836
RPSAP26	741
RP11-270B14.1	395
B3GNT2	2859
MIR5192	92
RN7SL51P	285
RP11-642D6.1	636
AC093159.1	424
RN7SL18P	291
TMEM17	2985
RPL37P13	279
RPL21P37	477
AC092155.4	7606
PSAT1P2	972
RSL24D1P2	366
EHBP1	8224
CTD-2010B19.1	1670
AC007098.1	251
RPS20P9	367
AC009501.4	3314
OTX1	4833
RP11-511I11.2	1352
RP11-261A24.1	1171
RPL27P5	312
DBIL5P2	1692
WDPCP	13600
MTFR2P1	1125
RP11-391A7.1	1377
MDH1	4990
PRELID1P6	654
RPS4XP5	1584
RPL27P6	406
CSP1	778
HNRNPA1P66	934
UGP2	6791
ENSG10010139579.1	143
VPS54	5447
AC012368.1	560
PELI1	4091
AC074289.1	8819
LINC00309	3878
RP11-547M24.1	219
AC114752.1	551
AC114752.3	404
MIR4433B	102
MIR4433A	81
RPL23AP37	549
LGALSL-DT	3197
AC008074.5	429
LGALSL	3933
LINC01805	572
RP11-568N6.1	1907
AFTPH	5767
MIR4434	53
RNU6-100P	106
LINC02579	2029
SERTAD2	6274
AC007365.3	627
RPS10P9	458
RN7SL341P	298
RP11-323F11.1	1746
LINC01800	1977
LINC02245	6157
RN7SL211P	276
RPL11P1	582
SLC1A4	6941
RNU6-548P	115
LINC02576	1133
CEP68	8623
RAB1A	3313
SNORA74	713
RP11-420C9.1	2124
VDAC2P5	881
ACTR2	4312
SPRED2	5505
AC012370.2	530
AC074391.1	12344
AC012370.3	2736
DNAJB12P1	793
RPS15AP15	306
RN7SL635P	296
VTRNA2-2P	103
AC007389.3	1656
RP11-418H16.1	744
KRT18P33	1043
RP11-340F16.2	3495
AC118345.1	366
AC092669.6	1228
MIR4778	80
LINC01873	1679
MEIS1-AS3	707
MEIS1	10942
MEIS1-AS2	2661
LINC01798	3913
LINC01797	1883
DNMT3AP1	1565
AC009474.2	136
LINC01799	1675
LINC01628	422
AC007403.3	567
LINC01828	8246
LINC01829	4330
AC023115.4	574
ETAA1	7477
LINC02831	3501
AC010987.5	167
RP11-553M15.1	1379
LINC01812	725
FBXL12P1	939
C1D	3565
RP11-474G23.4	175
WDR92	4066
PPIAP64	483
RP11-474G23.1	2306
PNO1	2630
PPP3R1	3364
RP11-474G23.2	700
RP11-474G23.3	979
CNRIP1	3548
AC015969.3	1416
PLEK	3205
WDR4P2	1800
FBXO48	5699
APLF	7124
AC130709.1	1212
PROKR1	4287
ARHGAP25	5476
LINC01890	1915
LINC01888	715
BMP10	6036
GKN3P	546
GKN2	1576
GKN1	1155
ANTXR1	17891
RP11-790N8.1	1958
MIR3126	74
RNA5SP96	107
RNU6-1216P	107
RP11-85D18.1	547
GFPT1	8851
NFU1	1834
AAK1	24843
RN7SL604P	296
SNORA36C	132
RPL36AP16	318
B3GALNT1P1	975
ANXA4	11060
AC092431.3	420
GMCL1	4892
RP11-401N16.2	425
RPL23AP92	255
SNRNP27	1897
MXD1	6351
ASPRV1	1543
PCBP1-AS1	32764
RN7SL470P	259
PCBP1	1727
AC016700.2	448
MRPL36P1	312
LINC01816	662
C2orf42	3573
TIA1	6607
MIR1285-2	88
RPL39P15	156
PCYOX1	5864
SNRPG	1764
FAM136A	3086
AC022201.5	287
BRD7P6	1860
AC022201.4	577
TGFA	4917
TGFA-IT1	436
ADD2	12673
RP11-436H22.2	1334
AC007395.3	434
FIGLA	722
HMGN2P21	270
CLEC4F	2474
MOB4P1	677
CD207	1866
LINC01143	625
ENSG10010137820.1	197
VAX2	2975
ATP6V1B1	2656
AC007040.11	4451
ATP6V1B1-AS1	1139
ELOCP21	336
RN7SL160P	284
ANKRD53	2526
TEX261	4184
AC007040.6	477
AC007040.8	570
OR7E91P	1198
OR7E46P	1019
OR7E62P	477
NAGK	8897
RP11-467P9.1	607
MCEE	1624
RP11-467P9.2	1143
MPHOSPH10	4355
AC007881.4	187
PAIP2B	6300
ZNF638	12474
RP11-236P2.2	1615
RNU6-105P	104
DYSF	8545
RPS20P10	253
CYP26B1	4839
EXOC6B	10197
RPS15AP13	326
RNU2-39P	198
ENSG10010140147.1	69
SPR	1458
EMX1	5472
RP11-466M21.1	473
SFXN5	10979
RAB11FIP5	7058
RP11-44N22.3	2890
NOTO	2433
SMYD5	3364
PRADC1	1404
CCT7	3591
FBXO41	8058
EGR4	2373
RNU6-111P	105
RP11-79N18.1	1110
RP11-582H21.2	481
RPSAP28	874
ALMS1	22670
ALMS1-IT1	2105
RP11-582H21.1	1506
NAT8	1085
ALMS1P1	4690
NAT8B	765
TPRKB	2004
RP11-434P11.2	531
RP11-434P11.1	513
DUSP11	3544
C2orf78	3045
RP11-51I5.3	1154
STAMBP	18050
RP11-51I5.2	644
RP11-51I5.1	527
ACTG2	3811
DGUOK	1455
DGUOK-AS1	1185
RNA5SP97	84
TET3	12943
AC073046.25	390
RP11-711M9.2	212
FNBP1P1	1994
RP11-287D1.4	1626
BOLA3	3072
BOLA3-AS1	3727
MOB1A	6440
MTHFD2	11443
RP11-287D1.5	858
RP11-287D1.2	1863
RP11-287D1.3	5059
SLC4A5	8025
KRT18P26	1281
RNU6-542P	103
NECAP1P2	727
TAF13P2	286
DCTN1	10439
DCTN1-AS1	4338
RP11-523H20.5	7033
AC005041.11	982
C2orf81	3023
RP11-523H20.6	1360
HMGA1P8	321
WDR54	2852
